mentee_id,priority_skills,priority_domain,priority_exp,priority_rating,w_skills,w_domain,w_exp,w_rating
mentee_7f4a6ba9,4,4,4,3,0.26,0.26,0.26,0.22
mentee_364236fb,2,4,4,3,0.1923,0.2846,0.2846,0.2385
mentee_68b874fd,5,3,1,4,0.3308,0.2385,0.1462,0.2846
mentee_92283fb1,1,4,5,2,0.15,0.3,0.35,0.2
mentee_9ebc72af,5,3,3,1,0.35,0.25,0.25,0.15
mentee_35abb0f2,1,3,3,3,0.16,0.28,0.28,0.28
mentee_5289cf7e,4,5,4,2,0.26,0.3,0.26,0.18
mentee_404620d6,4,3,4,1,0.3,0.25,0.3,0.15
mentee_72a447db,3,5,4,3,0.22,0.3,0.26,0.22
mentee_6f169315,1,1,4,3,0.1667,0.1667,0.3667,0.3
mentee_71e188c3,5,2,1,2,0.4,0.22,0.16,0.22
mentee_a46a2599,5,4,1,2,0.35,0.3,0.15,0.2
mentee_8d968aef,1,2,3,3,0.1667,0.2333,0.3,0.3
mentee_20e8bd3a,4,5,1,5,0.26,0.3,0.14,0.3
mentee_848e270c,2,4,3,3,0.2,0.3,0.25,0.25
mentee_fb9ec015,4,1,5,2,0.3,0.15,0.35,0.2
mentee_787ca1fc,5,3,4,3,0.3,0.22,0.26,0.22
mentee_adb7d5f5,3,2,1,1,0.3571,0.2714,0.1857,0.1857
mentee_dfbe736e,2,4,5,4,0.18,0.26,0.3,0.26
mentee_abe4c747,5,1,3,3,0.35,0.15,0.25,0.25
mentee_f61c5ad1,4,2,5,3,0.2714,0.1857,0.3143,0.2286
mentee_7c591086,4,2,1,2,0.3667,0.2333,0.1667,0.2333
mentee_e2188094,1,4,2,4,0.1545,0.3182,0.2091,0.3182
mentee_bb9d5658,1,3,3,1,0.175,0.325,0.325,0.175
mentee_43ba0179,5,5,3,3,0.2875,0.2875,0.2125,0.2125
mentee_0e5c7a80,2,2,3,5,0.2,0.2,0.25,0.35
mentee_6fb4f4be,2,1,2,2,0.2714,0.1857,0.2714,0.2714
mentee_1d7265cd,2,4,1,3,0.22,0.34,0.16,0.28
mentee_b10a8582,5,5,3,4,0.2765,0.2765,0.2059,0.2412
mentee_af7f15be,5,2,5,1,0.3308,0.1923,0.3308,0.1462
mentee_80a2b906,1,3,4,4,0.15,0.25,0.3,0.3
mentee_9dd6ba95,5,4,4,5,0.2667,0.2333,0.2333,0.2667
mentee_81299c50,1,2,3,1,0.1857,0.2714,0.3571,0.1857
mentee_c557f876,4,4,5,3,0.25,0.25,0.2875,0.2125
mentee_72c29742,2,5,5,2,0.1857,0.3143,0.3143,0.1857
mentee_6662cb89,2,4,5,1,0.2,0.3,0.35,0.15
mentee_236a25f2,1,5,2,3,0.1545,0.3727,0.2091,0.2636
mentee_86847aa4,2,2,3,2,0.2333,0.2333,0.3,0.2333
mentee_4d76047b,3,5,3,1,0.25,0.35,0.25,0.15
mentee_a7ecd409,3,2,5,3,0.2385,0.1923,0.3308,0.2385
mentee_82cead14,2,3,5,5,0.18,0.22,0.3,0.3
mentee_64b8320a,1,5,2,5,0.1462,0.3308,0.1923,0.3308
mentee_8ae9ef92,5,2,2,5,0.3143,0.1857,0.1857,0.3143
mentee_cd54d262,5,3,5,1,0.3143,0.2286,0.3143,0.1429
mentee_4a5ffea3,1,1,1,5,0.175,0.175,0.175,0.475
mentee_08ae0ba8,3,2,5,4,0.2286,0.1857,0.3143,0.2714
mentee_abb369af,5,1,4,5,0.3,0.14,0.26,0.3
mentee_91167d21,3,3,4,2,0.25,0.25,0.3,0.2
mentee_84d8125a,4,3,4,1,0.3,0.25,0.3,0.15
mentee_94d266e4,1,2,4,4,0.1545,0.2091,0.3182,0.3182
mentee_8f2b1db4,4,4,2,3,0.2846,0.2846,0.1923,0.2385
mentee_e4a1e3db,5,2,3,3,0.3308,0.1923,0.2385,0.2385
mentee_13674d15,3,4,2,3,0.25,0.3,0.2,0.25
mentee_c0aa36d1,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_2e76ee20,2,4,1,3,0.22,0.34,0.16,0.28
mentee_c577bd0d,4,2,2,1,0.3667,0.2333,0.2333,0.1667
mentee_95cbc713,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_b79d8f93,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_d0477297,5,3,2,2,0.35,0.25,0.2,0.2
mentee_b9330a24,4,5,4,4,0.2412,0.2765,0.2412,0.2412
mentee_48368306,3,4,1,1,0.3,0.3667,0.1667,0.1667
mentee_76ef4fb7,4,5,4,2,0.26,0.3,0.26,0.18
mentee_a1b21535,2,5,3,1,0.2091,0.3727,0.2636,0.1545
mentee_7a73edf1,1,3,4,5,0.1462,0.2385,0.2846,0.3308
mentee_5db50182,4,3,5,1,0.2846,0.2385,0.3308,0.1462
mentee_2fddac4f,1,4,2,3,0.16,0.34,0.22,0.28
mentee_3e997631,3,4,3,1,0.2636,0.3182,0.2636,0.1545
mentee_f031df79,4,1,5,5,0.26,0.14,0.3,0.3
mentee_ce540285,2,3,5,3,0.1923,0.2385,0.3308,0.2385
mentee_2a6cba07,1,4,5,4,0.1429,0.2714,0.3143,0.2714
mentee_210fb3be,5,3,5,5,0.2667,0.2,0.2667,0.2667
mentee_58c59b85,1,2,1,4,0.175,0.25,0.175,0.4
mentee_c006b4ac,3,3,5,3,0.2286,0.2286,0.3143,0.2286
mentee_85133463,2,2,5,5,0.1857,0.1857,0.3143,0.3143
mentee_9065ff7d,4,5,1,1,0.3182,0.3727,0.1545,0.1545
mentee_43290604,1,2,3,4,0.16,0.22,0.28,0.34
mentee_ca5bafc8,5,4,2,5,0.2875,0.25,0.175,0.2875
mentee_46bbe27e,5,2,3,5,0.3,0.18,0.22,0.3
mentee_a6654ee6,3,2,4,5,0.2286,0.1857,0.2714,0.3143
mentee_233b08e5,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_bb9cb308,5,5,4,5,0.2579,0.2579,0.2263,0.2579
mentee_406e79bd,3,4,1,3,0.2636,0.3182,0.1545,0.2636
mentee_2a25d066,3,1,4,5,0.2385,0.1462,0.2846,0.3308
mentee_1240898e,3,1,5,4,0.2385,0.1462,0.3308,0.2846
mentee_240644ae,3,5,5,2,0.22,0.3,0.3,0.18
mentee_5d439cb3,1,5,4,2,0.15,0.35,0.3,0.2
mentee_3e4bc487,5,5,4,2,0.2875,0.2875,0.25,0.175
mentee_eaaa8757,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_b95b666c,2,1,4,3,0.22,0.16,0.34,0.28
mentee_99918551,4,2,4,2,0.3,0.2,0.3,0.2
mentee_d8b69c16,4,5,5,4,0.2333,0.2667,0.2667,0.2333
mentee_4db918b4,1,2,5,2,0.16,0.22,0.4,0.22
mentee_ca8cb874,5,3,4,5,0.2765,0.2059,0.2412,0.2765
mentee_c3f6bfe9,4,3,2,4,0.2846,0.2385,0.1923,0.2846
mentee_f84c77c0,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_61fb80ec,3,5,4,2,0.2286,0.3143,0.2714,0.1857
mentee_4cf59ff3,2,3,5,3,0.1923,0.2385,0.3308,0.2385
mentee_05bb3ac5,2,3,3,2,0.22,0.28,0.28,0.22
mentee_2c84b38b,4,3,4,3,0.2714,0.2286,0.2714,0.2286
mentee_0535f3dd,5,3,3,1,0.35,0.25,0.25,0.15
mentee_45b928e9,5,5,4,4,0.2667,0.2667,0.2333,0.2333
mentee_c378fcaf,3,2,3,1,0.3,0.2333,0.3,0.1667
mentee_fae261c0,3,1,3,4,0.2636,0.1545,0.2636,0.3182
mentee_f81fd020,3,4,2,2,0.2636,0.3182,0.2091,0.2091
mentee_3105653a,5,3,5,3,0.2875,0.2125,0.2875,0.2125
mentee_ab2f17d8,2,1,5,5,0.1923,0.1462,0.3308,0.3308
mentee_ccaba5a8,2,2,1,5,0.22,0.22,0.16,0.4
mentee_c5467fba,2,2,1,1,0.3,0.3,0.2,0.2
mentee_189d4674,4,3,4,1,0.3,0.25,0.3,0.15
mentee_4015d3c1,2,1,5,2,0.22,0.16,0.4,0.22
mentee_8a40f77b,4,4,4,2,0.2714,0.2714,0.2714,0.1857
mentee_849f43eb,3,3,3,1,0.28,0.28,0.28,0.16
mentee_adc34684,1,5,2,5,0.1462,0.3308,0.1923,0.3308
mentee_552f3bbc,1,2,4,2,0.1667,0.2333,0.3667,0.2333
mentee_78edef4c,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_9c022911,3,1,1,3,0.325,0.175,0.175,0.325
mentee_27eb9068,5,5,1,3,0.3143,0.3143,0.1429,0.2286
mentee_59bef8a2,3,4,5,5,0.2059,0.2412,0.2765,0.2765
mentee_ad087df6,4,2,5,4,0.26,0.18,0.3,0.26
mentee_c0e65086,3,2,1,3,0.3,0.2333,0.1667,0.3
mentee_8c3d8d58,2,4,3,2,0.2091,0.3182,0.2636,0.2091
mentee_60033dc8,1,3,3,5,0.15,0.25,0.25,0.35
mentee_d9d6d4d4,2,2,5,4,0.1923,0.1923,0.3308,0.2846
mentee_2b1c32d4,4,5,3,1,0.2846,0.3308,0.2385,0.1462
mentee_3b9c8fdd,4,1,2,2,0.3667,0.1667,0.2333,0.2333
mentee_7a262446,4,3,2,1,0.34,0.28,0.22,0.16
mentee_e4d7eb85,3,4,2,4,0.2385,0.2846,0.1923,0.2846
mentee_451b3de1,3,3,3,5,0.2286,0.2286,0.2286,0.3143
mentee_afd610eb,5,1,3,3,0.35,0.15,0.25,0.25
mentee_f32d97b2,2,1,1,4,0.25,0.175,0.175,0.4
mentee_6c35185d,3,2,4,5,0.2286,0.1857,0.2714,0.3143
mentee_ddf34531,3,1,3,3,0.28,0.16,0.28,0.28
mentee_ed28b241,5,2,2,2,0.3727,0.2091,0.2091,0.2091
mentee_7fcb99dc,4,2,4,5,0.26,0.18,0.26,0.3
mentee_1f39d1f1,3,4,5,4,0.2125,0.25,0.2875,0.25
mentee_fb6c0061,5,2,2,5,0.3143,0.1857,0.1857,0.3143
mentee_5c907ce6,1,5,4,5,0.14,0.3,0.26,0.3
mentee_74dd1a95,3,1,5,1,0.28,0.16,0.4,0.16
mentee_45f22720,1,5,5,2,0.1462,0.3308,0.3308,0.1923
mentee_de7cfb56,5,5,2,2,0.3143,0.3143,0.1857,0.1857
mentee_7f813bc3,3,5,4,1,0.2385,0.3308,0.2846,0.1462
mentee_5aabe735,2,5,4,1,0.2,0.35,0.3,0.15
mentee_9cce57d9,5,4,1,4,0.3143,0.2714,0.1429,0.2714
mentee_cc38cc64,2,5,4,4,0.18,0.3,0.26,0.26
mentee_fa11c5c8,5,1,5,4,0.3,0.14,0.3,0.26
mentee_19df5294,3,1,4,3,0.2636,0.1545,0.3182,0.2636
mentee_18499f56,1,2,5,1,0.1667,0.2333,0.4333,0.1667
mentee_47262a34,1,4,3,1,0.1667,0.3667,0.3,0.1667
mentee_2a5cb8a4,5,1,1,4,0.3727,0.1545,0.1545,0.3182
mentee_b930af5b,1,3,4,2,0.16,0.28,0.34,0.22
mentee_96c81c0c,2,4,3,4,0.1923,0.2846,0.2385,0.2846
mentee_bf1f8530,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_e1fdbdfb,5,2,3,1,0.3727,0.2091,0.2636,0.1545
mentee_8ae77eba,2,5,4,5,0.175,0.2875,0.25,0.2875
mentee_47b2694a,2,2,1,1,0.3,0.3,0.2,0.2
mentee_626c267d,3,4,5,4,0.2125,0.25,0.2875,0.25
mentee_1830ec3d,5,4,2,2,0.3308,0.2846,0.1923,0.1923
mentee_81459941,4,3,2,3,0.3,0.25,0.2,0.25
mentee_5294821f,2,1,1,4,0.25,0.175,0.175,0.4
mentee_56f926df,5,1,2,2,0.4,0.16,0.22,0.22
mentee_5c5c5b31,1,1,5,1,0.175,0.175,0.475,0.175
mentee_0232cb0e,4,5,1,2,0.3,0.35,0.15,0.2
mentee_c20528d8,1,4,4,2,0.1545,0.3182,0.3182,0.2091
mentee_7bfe63e6,5,2,1,2,0.4,0.22,0.16,0.22
mentee_b2609152,5,3,2,5,0.3,0.22,0.18,0.3
mentee_cdc9dda5,3,5,5,3,0.2125,0.2875,0.2875,0.2125
mentee_a967238b,2,3,2,5,0.2,0.25,0.2,0.35
mentee_46198e4b,2,4,3,3,0.2,0.3,0.25,0.25
mentee_245b6e4b,1,5,5,2,0.1462,0.3308,0.3308,0.1923
mentee_4a361d0f,4,5,4,1,0.2714,0.3143,0.2714,0.1429
mentee_c3a48c81,3,4,5,3,0.22,0.26,0.3,0.22
mentee_2f300eb4,4,4,2,3,0.2846,0.2846,0.1923,0.2385
mentee_9e031dce,4,2,5,4,0.26,0.18,0.3,0.26
mentee_78b1799d,2,2,3,2,0.2333,0.2333,0.3,0.2333
mentee_2e88e290,4,1,5,4,0.2714,0.1429,0.3143,0.2714
mentee_41fa337f,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_3d221649,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_0e6ef926,3,1,4,3,0.2636,0.1545,0.3182,0.2636
mentee_c5c46da6,1,5,2,1,0.1667,0.4333,0.2333,0.1667
mentee_8501e9c0,3,4,5,5,0.2059,0.2412,0.2765,0.2765
mentee_d720f839,1,1,2,5,0.1667,0.1667,0.2333,0.4333
mentee_048ab900,5,2,4,2,0.3308,0.1923,0.2846,0.1923
mentee_3ea4be1f,3,3,1,2,0.3,0.3,0.1667,0.2333
mentee_2faae7b9,2,1,4,2,0.2333,0.1667,0.3667,0.2333
mentee_fe87773d,5,2,4,2,0.3308,0.1923,0.2846,0.1923
mentee_dcda0c1f,5,3,3,4,0.3,0.22,0.22,0.26
mentee_964771e8,4,5,3,3,0.26,0.3,0.22,0.22
mentee_72a47235,3,3,5,4,0.22,0.22,0.3,0.26
mentee_250ef86f,4,1,4,3,0.3,0.15,0.3,0.25
mentee_5bc2c961,2,3,3,4,0.2,0.25,0.25,0.3
mentee_2390e2fd,1,5,2,2,0.16,0.4,0.22,0.22
mentee_aacacba5,1,3,5,5,0.1429,0.2286,0.3143,0.3143
mentee_cd9d736b,5,4,3,2,0.3143,0.2714,0.2286,0.1857
mentee_a3dff884,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_ac55a140,5,2,4,5,0.2875,0.175,0.25,0.2875
mentee_999c176e,3,3,4,4,0.2286,0.2286,0.2714,0.2714
mentee_e29d74ed,4,2,3,2,0.3182,0.2091,0.2636,0.2091
mentee_230a6f1a,2,5,4,2,0.1923,0.3308,0.2846,0.1923
mentee_59efd505,5,1,5,1,0.35,0.15,0.35,0.15
mentee_c92cc2ae,1,1,1,4,0.1857,0.1857,0.1857,0.4429
mentee_2cac7bab,2,2,1,2,0.2714,0.2714,0.1857,0.2714
mentee_e4885e8f,1,2,5,4,0.15,0.2,0.35,0.3
mentee_46ca8b31,3,1,5,5,0.2286,0.1429,0.3143,0.3143
mentee_85d5f57a,4,4,1,1,0.34,0.34,0.16,0.16
mentee_557eff9e,5,5,4,1,0.3,0.3,0.26,0.14
mentee_f6db31ba,1,5,3,5,0.1429,0.3143,0.2286,0.3143
mentee_ca6a41ec,3,1,5,4,0.2385,0.1462,0.3308,0.2846
mentee_a16643e7,2,1,1,5,0.2333,0.1667,0.1667,0.4333
mentee_d8d04cd7,2,2,2,5,0.2091,0.2091,0.2091,0.3727
mentee_aff7e35a,5,3,3,3,0.3143,0.2286,0.2286,0.2286
mentee_86d61d5f,4,1,3,4,0.3,0.15,0.25,0.3
mentee_9bc88c18,4,5,2,2,0.2846,0.3308,0.1923,0.1923
mentee_e1d02784,3,1,1,1,0.4,0.2,0.2,0.2
mentee_ce213437,4,4,4,5,0.2412,0.2412,0.2412,0.2765
mentee_607ddcc3,4,1,1,2,0.4,0.175,0.175,0.25
mentee_33ccee5d,1,4,4,3,0.15,0.3,0.3,0.25
mentee_468cab15,5,1,5,1,0.35,0.15,0.35,0.15
mentee_95979226,2,2,5,4,0.1923,0.1923,0.3308,0.2846
mentee_75950fcb,3,1,1,3,0.325,0.175,0.175,0.325
mentee_e44cb187,5,5,1,2,0.3308,0.3308,0.1462,0.1923
mentee_22cec896,3,1,2,5,0.2636,0.1545,0.2091,0.3727
mentee_5d3c4a3d,2,4,1,3,0.22,0.34,0.16,0.28
mentee_d60ac28e,2,5,2,5,0.1857,0.3143,0.1857,0.3143
mentee_8eee54c6,4,5,3,4,0.25,0.2875,0.2125,0.25
mentee_2a1eef46,2,1,5,3,0.2091,0.1545,0.3727,0.2636
mentee_971a2bcd,1,1,4,2,0.175,0.175,0.4,0.25
mentee_1919a632,1,3,5,5,0.1429,0.2286,0.3143,0.3143
mentee_a33e6072,5,4,3,1,0.3308,0.2846,0.2385,0.1462
mentee_4af9e969,3,4,4,2,0.2385,0.2846,0.2846,0.1923
mentee_e4284da8,3,5,4,4,0.2125,0.2875,0.25,0.25
mentee_c5992bef,2,5,4,1,0.2,0.35,0.3,0.15
mentee_ab76f315,5,3,2,1,0.3727,0.2636,0.2091,0.1545
mentee_aa7e21b2,1,3,2,4,0.16,0.28,0.22,0.34
mentee_2874645d,2,4,3,3,0.2,0.3,0.25,0.25
mentee_d4f202a8,1,1,1,3,0.2,0.2,0.2,0.4
mentee_c5b4db54,4,3,3,1,0.3182,0.2636,0.2636,0.1545
mentee_296338e3,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_09737692,4,5,5,5,0.2263,0.2579,0.2579,0.2579
mentee_f5cf59fd,4,1,1,1,0.4429,0.1857,0.1857,0.1857
mentee_934610f1,3,5,1,5,0.2286,0.3143,0.1429,0.3143
mentee_94066892,5,3,4,1,0.3308,0.2385,0.2846,0.1462
mentee_bb382618,3,4,4,1,0.25,0.3,0.3,0.15
mentee_bca619a3,5,2,5,5,0.2765,0.1706,0.2765,0.2765
mentee_949fc3b5,2,4,2,2,0.22,0.34,0.22,0.22
mentee_a4b4dcd2,3,3,3,4,0.2385,0.2385,0.2385,0.2846
mentee_879559ef,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_91250fd2,3,4,3,4,0.2286,0.2714,0.2286,0.2714
mentee_2cc714e1,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_5f59b0d3,4,5,5,2,0.25,0.2875,0.2875,0.175
mentee_efb17172,4,1,2,3,0.34,0.16,0.22,0.28
mentee_4bac93d9,1,4,3,5,0.1462,0.2846,0.2385,0.3308
mentee_510ec401,4,3,4,3,0.2714,0.2286,0.2714,0.2286
mentee_596f67d4,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_0106649d,3,5,2,4,0.2286,0.3143,0.1857,0.2714
mentee_74540c52,3,2,4,3,0.25,0.2,0.3,0.25
mentee_7c6e4afd,3,4,5,2,0.2286,0.2714,0.3143,0.1857
mentee_ee116b33,3,4,3,4,0.2286,0.2714,0.2286,0.2714
mentee_619e2701,3,1,5,2,0.2636,0.1545,0.3727,0.2091
mentee_92409f31,5,5,2,5,0.2765,0.2765,0.1706,0.2765
mentee_e3cfd216,1,4,2,4,0.1545,0.3182,0.2091,0.3182
mentee_a2942f03,3,1,4,4,0.25,0.15,0.3,0.3
mentee_f09cfa15,2,3,2,3,0.22,0.28,0.22,0.28
mentee_00ef75df,2,4,4,1,0.2091,0.3182,0.3182,0.1545
mentee_522adadd,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_ace12dbf,4,5,5,4,0.2333,0.2667,0.2667,0.2333
mentee_800d621a,5,1,3,5,0.3143,0.1429,0.2286,0.3143
mentee_4ed7093c,5,1,1,2,0.4333,0.1667,0.1667,0.2333
mentee_679399f5,3,2,5,1,0.2636,0.2091,0.3727,0.1545
mentee_2091e153,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_a71c98ac,1,1,1,3,0.2,0.2,0.2,0.4
mentee_64dd8b77,2,5,5,5,0.1706,0.2765,0.2765,0.2765
mentee_9028702c,5,5,2,4,0.2875,0.2875,0.175,0.25
mentee_7af4beea,3,4,4,5,0.2125,0.25,0.25,0.2875
mentee_645b8276,5,2,3,1,0.3727,0.2091,0.2636,0.1545
mentee_02eed832,4,1,3,4,0.3,0.15,0.25,0.3
mentee_124c4e24,1,1,2,3,0.1857,0.1857,0.2714,0.3571
mentee_a2497416,3,3,4,2,0.25,0.25,0.3,0.2
mentee_b89f5df6,5,4,3,4,0.2875,0.25,0.2125,0.25
mentee_b73ec5b0,1,4,4,3,0.15,0.3,0.3,0.25
mentee_c573a76c,1,3,1,1,0.2,0.4,0.2,0.2
mentee_cf35f8ba,1,3,1,2,0.1857,0.3571,0.1857,0.2714
mentee_c5be11e8,2,5,2,5,0.1857,0.3143,0.1857,0.3143
mentee_f7ddbfc5,2,3,5,4,0.1857,0.2286,0.3143,0.2714
mentee_1f355cf6,4,2,4,2,0.3,0.2,0.3,0.2
mentee_45bafe34,2,4,4,1,0.2091,0.3182,0.3182,0.1545
mentee_ac6f0d19,5,2,4,5,0.2875,0.175,0.25,0.2875
mentee_91d1ca8f,4,4,1,2,0.3182,0.3182,0.1545,0.2091
mentee_025e7aab,2,3,1,5,0.2091,0.2636,0.1545,0.3727
mentee_44977cc3,1,5,2,3,0.1545,0.3727,0.2091,0.2636
mentee_86a41a28,3,2,4,1,0.28,0.22,0.34,0.16
mentee_e2a662f4,3,4,5,3,0.22,0.26,0.3,0.22
mentee_3de14986,5,4,5,4,0.2667,0.2333,0.2667,0.2333
mentee_83961842,5,1,3,3,0.35,0.15,0.25,0.25
mentee_d950187a,4,5,2,3,0.2714,0.3143,0.1857,0.2286
mentee_cffed058,5,5,1,2,0.3308,0.3308,0.1462,0.1923
mentee_68fdadfb,3,1,2,3,0.3,0.1667,0.2333,0.3
mentee_d64f6a28,1,2,3,2,0.175,0.25,0.325,0.25
mentee_71296451,5,4,4,5,0.2667,0.2333,0.2333,0.2667
mentee_e3541151,2,5,4,4,0.18,0.3,0.26,0.26
mentee_528f6770,2,4,5,2,0.1923,0.2846,0.3308,0.1923
mentee_608c8181,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_e72f142c,2,2,3,4,0.2091,0.2091,0.2636,0.3182
mentee_183ff280,5,1,3,1,0.4,0.16,0.28,0.16
mentee_d63eba34,4,2,2,4,0.3,0.2,0.2,0.3
mentee_95b8d1db,5,5,4,4,0.2667,0.2667,0.2333,0.2333
mentee_17958045,4,4,4,4,0.25,0.25,0.25,0.25
mentee_abd902b7,2,1,5,1,0.2333,0.1667,0.4333,0.1667
mentee_5a80cda4,2,3,1,3,0.2333,0.3,0.1667,0.3
mentee_69ddcfaf,2,5,3,2,0.2,0.35,0.25,0.2
mentee_591f4e9d,4,5,4,5,0.2333,0.2667,0.2333,0.2667
mentee_c1b2be90,5,1,5,1,0.35,0.15,0.35,0.15
mentee_70327d43,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_e65b1bdc,1,4,5,2,0.15,0.3,0.35,0.2
mentee_545ac09a,4,1,2,3,0.34,0.16,0.22,0.28
mentee_1f678357,1,4,3,3,0.1545,0.3182,0.2636,0.2636
mentee_0681b723,1,4,1,2,0.175,0.4,0.175,0.25
mentee_08353316,2,5,3,5,0.18,0.3,0.22,0.3
mentee_ac71c807,4,2,5,2,0.2846,0.1923,0.3308,0.1923
mentee_1ca4d11c,2,2,1,5,0.22,0.22,0.16,0.4
mentee_a7de3dec,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_249c544d,5,2,3,3,0.3308,0.1923,0.2385,0.2385
mentee_c9895213,3,5,3,5,0.2125,0.2875,0.2125,0.2875
mentee_bb681aa8,1,2,4,1,0.175,0.25,0.4,0.175
mentee_77dd61c5,3,2,2,2,0.3,0.2333,0.2333,0.2333
mentee_5dc23cae,2,3,2,4,0.2091,0.2636,0.2091,0.3182
mentee_86388e19,4,2,5,3,0.2714,0.1857,0.3143,0.2286
mentee_3d48d7dc,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_5ea9ece5,1,4,5,3,0.1462,0.2846,0.3308,0.2385
mentee_b4d9e716,3,4,4,3,0.2286,0.2714,0.2714,0.2286
mentee_dc019f7f,5,1,1,4,0.3727,0.1545,0.1545,0.3182
mentee_eaf37e8b,3,1,5,4,0.2385,0.1462,0.3308,0.2846
mentee_c05c5df3,2,4,2,4,0.2,0.3,0.2,0.3
mentee_b6af7143,3,3,3,3,0.25,0.25,0.25,0.25
mentee_07922e2e,5,5,2,5,0.2765,0.2765,0.1706,0.2765
mentee_efead1ec,4,3,1,1,0.3667,0.3,0.1667,0.1667
mentee_729fbd24,1,4,1,1,0.1857,0.4429,0.1857,0.1857
mentee_f3bd6e22,2,4,4,1,0.2091,0.3182,0.3182,0.1545
mentee_a800ddc0,4,2,2,3,0.3182,0.2091,0.2091,0.2636
mentee_5ee8d78c,2,3,1,3,0.2333,0.3,0.1667,0.3
mentee_97e4b541,3,1,3,2,0.3,0.1667,0.3,0.2333
mentee_c48cff35,1,4,3,2,0.16,0.34,0.28,0.22
mentee_2c849e6d,4,1,1,1,0.4429,0.1857,0.1857,0.1857
mentee_de93240b,2,4,1,2,0.2333,0.3667,0.1667,0.2333
mentee_22f8528e,5,2,5,4,0.2875,0.175,0.2875,0.25
mentee_5a898a2e,1,1,3,1,0.2,0.2,0.4,0.2
mentee_b25fc029,4,2,4,1,0.3182,0.2091,0.3182,0.1545
mentee_4a50ec91,2,4,1,1,0.25,0.4,0.175,0.175
mentee_b4fe7479,1,3,3,3,0.16,0.28,0.28,0.28
mentee_55970d49,2,4,2,2,0.22,0.34,0.22,0.22
mentee_34b0c415,1,5,5,1,0.15,0.35,0.35,0.15
mentee_ed5adf36,5,2,4,3,0.3143,0.1857,0.2714,0.2286
mentee_9041e0b0,2,2,4,5,0.1923,0.1923,0.2846,0.3308
mentee_a2cdd1c2,4,2,1,1,0.4,0.25,0.175,0.175
mentee_79825a57,2,1,5,4,0.2,0.15,0.35,0.3
mentee_e396d9d6,3,4,3,2,0.25,0.3,0.25,0.2
mentee_360940a4,2,3,1,2,0.25,0.325,0.175,0.25
mentee_76c2ad85,5,5,5,5,0.25,0.25,0.25,0.25
mentee_b4f91744,3,1,3,2,0.3,0.1667,0.3,0.2333
mentee_a426d866,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_475537c4,4,3,1,2,0.34,0.28,0.16,0.22
mentee_fd1179d6,4,4,1,2,0.3182,0.3182,0.1545,0.2091
mentee_81b6618c,4,5,1,5,0.26,0.3,0.14,0.3
mentee_20c4bbbf,1,3,3,2,0.1667,0.3,0.3,0.2333
mentee_2071d146,4,5,4,3,0.25,0.2875,0.25,0.2125
mentee_58b4120d,5,2,4,1,0.35,0.2,0.3,0.15
mentee_8b8b7f58,1,5,1,1,0.175,0.475,0.175,0.175
mentee_32055f9c,3,2,1,1,0.3571,0.2714,0.1857,0.1857
mentee_fe507c75,4,5,3,5,0.2412,0.2765,0.2059,0.2765
mentee_bc16198e,4,4,4,1,0.2846,0.2846,0.2846,0.1462
mentee_2de45557,5,5,5,2,0.2765,0.2765,0.2765,0.1706
mentee_17243661,3,1,3,1,0.325,0.175,0.325,0.175
mentee_c5038ac3,5,2,2,5,0.3143,0.1857,0.1857,0.3143
mentee_7a53e0a4,3,4,5,1,0.2385,0.2846,0.3308,0.1462
mentee_e40871ab,3,4,2,1,0.28,0.34,0.22,0.16
mentee_2e3fa29f,2,1,4,1,0.25,0.175,0.4,0.175
mentee_0c66e90c,4,5,5,1,0.26,0.3,0.3,0.14
mentee_7e0f103e,3,2,1,1,0.3571,0.2714,0.1857,0.1857
mentee_7d5eb139,2,1,2,4,0.2333,0.1667,0.2333,0.3667
mentee_430aab96,3,5,5,3,0.2125,0.2875,0.2875,0.2125
mentee_f321b96b,2,3,2,3,0.22,0.28,0.22,0.28
